,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000127526,585.3028419,0.048217423,0.07868495,0.612790926,0.540014591,0.736640098
ENSG00000141384,30.10503924,0.15545478,0.25373883,0.612656643,0.540103396,0.736640098
ENSG00000196109,22.60872716,-0.188450816,0.307582467,-0.612683871,0.54008539,0.736640098
ENSG00000227500,180.202798,0.102987488,0.168065471,0.612781956,0.540020523,0.736640098
ENSG00000266405,7.824126194,-0.24613098,0.4017376,-0.61266603,0.540097188,0.736640098
ENSG00000118971,2549.465409,-0.084266047,0.137564494,-0.612556662,0.540169521,0.736664616
ENSG00000186487,897.9094844,0.068386619,0.111663723,0.612433626,0.5402509,0.736730057
ENSG00000183751,90.97498475,0.127335558,0.207948611,0.612341471,0.540311857,0.736767645
ENSG00000187840,236.9519142,0.13467381,0.22003745,0.612049494,0.540505012,0.736899329
ENSG00000227195,19.24772476,-0.220573919,0.360388972,-0.612044029,0.540508628,0.736899329
ENSG00000231307,6.458189438,0.251213122,0.410449148,0.612044449,0.54050835,0.736899329
ENSG00000065526,1272.769997,0.045946501,0.075084114,0.61193372,0.54058161,0.736953292
ENSG00000119888,3788.506999,-0.045955217,0.075134617,-0.611638403,0.540777024,0.737174142
ENSG00000126903,97.47897974,-0.088227331,0.144271552,-0.611536574,0.540844413,0.737220455
ENSG00000280381,12.67622689,0.260324897,0.425873794,0.611272403,0.541019258,0.737413226
ENSG00000048649,2442.418607,0.036116916,0.059097629,0.61113985,0.541107,0.737483492
ENSG00000262692,4.910490196,0.24757564,0.405135429,0.611093531,0.541137662,0.737483492
ENSG00000096070,404.6520392,-0.054142354,0.0886126,-0.61100062,0.54119917,0.73749123
ENSG00000274512,12.09968999,-0.21597688,0.353490258,-0.610983968,0.541210194,0.73749123
ENSG00000279786,29.391388,0.21658064,0.354556282,0.610849815,0.541299011,0.737566705
ENSG00000143971,296.0332032,0.07757808,0.127043749,0.610640671,0.541437491,0.737709836
ENSG00000141556,255.4264541,0.080376369,0.13165271,0.610518154,0.541518622,0.737729259
ENSG00000156603,132.0479972,0.064043925,0.104893601,0.610560846,0.54149035,0.737729259
ENSG00000215421,331.3579134,-0.075263636,0.123351164,-0.610157485,0.54175749,0.738009107
ENSG00000272599,9.059977999,-0.163999885,0.268858722,-0.609985363,0.541871504,0.738118848
ENSG00000120948,1403.426844,-0.039563092,0.064873834,-0.609846678,0.541963378,0.73819842
ENSG00000229666,69.03043391,-0.105079872,0.172387039,-0.609557843,0.542154745,0.73841349
ENSG00000272345,21.5598217,-0.116453946,0.191072277,-0.609475888,0.54220905,0.738441869
ENSG00000136999,52.00316328,0.173980648,0.28549867,0.60939215,0.54226454,0.738471857
ENSG00000268388,5.566325263,0.378583029,0.621515496,0.609128864,0.542439027,0.738653264
ENSG00000278867,15.86120793,0.178972738,0.293836221,0.609090118,0.542464707,0.738653264
ENSG00000276170,4.37056189,0.321226106,0.527629722,0.608809724,0.542650567,0.738860742
ENSG00000254577,14.22225554,0.16645324,0.273525301,0.608547871,0.542824166,0.739005898
ENSG00000273243,7.931553224,-0.204515538,0.336058683,-0.608570909,0.542808892,0.739005898
ENSG00000126603,105.1181802,-0.093856847,0.154347409,-0.608088261,0.543128937,0.739375193
ENSG00000223572,102.7522687,-0.056798458,0.093414226,-0.60802793,0.54316895,0.739384041
ENSG00000258545,20.00554801,0.22215645,0.365495778,0.607822205,0.5433054,0.739524156
ENSG00000272173,14.68105124,-0.122577007,0.201722226,-0.60765246,0.543418,0.739631791
ENSG00000149527,176.6704942,0.159989026,0.26333292,0.607554218,0.543483173,0.739674865
ENSG00000107874,675.30918,0.055173897,0.090828129,0.607453855,0.543549758,0.739719856
ENSG00000105497,295.7010404,-0.059027109,0.097198962,-0.607281271,0.543664265,0.739830055
ENSG00000091704,153876.6692,0.41117593,0.677233754,0.607140338,0.543757782,0.73986921
ENSG00000261884,15.2007501,0.199626037,0.328799087,0.607136835,0.543760107,0.73986921
ENSG00000078814,9.377270444,-0.257958207,0.42495257,-0.607028232,0.543832176,0.73992164
ENSG00000100664,2850.903645,-0.043610235,0.071866768,-0.606820599,0.543969977,0.739944461
ENSG00000108599,371.7419541,0.057131993,0.094152793,0.606800825,0.543983101,0.739944461
ENSG00000184117,473.0919095,0.078587567,0.129503091,0.606839312,0.543957556,0.739944461
ENSG00000250938,15.31211553,-0.156425878,0.257728697,-0.606940087,0.543890674,0.739944461
ENSG00000261186,8.454111394,-0.267192537,0.440378087,-0.606734405,0.544027186,0.739958806
ENSG00000225588,11.03391993,0.224014498,0.369317454,0.606563527,0.544140611,0.740067458
ENSG00000224727,4.307765597,0.264288327,0.435899395,0.60630579,0.544311714,0.740166762
ENSG00000229180,304.0134598,-0.060720051,0.100141823,-0.606340584,0.544288614,0.740166762
ENSG00000235830,17.3592147,-0.161669101,0.266647836,-0.606301942,0.544314269,0.740166762
ENSG00000006831,399.1542396,0.056562402,0.093371452,0.605778328,0.544661963,0.740215231
ENSG00000157510,24.56618804,0.263646319,0.434990096,0.606097291,0.54445015,0.740215231
ENSG00000165282,275.068107,-0.064660151,0.106690745,-0.606052112,0.544480149,0.740215231
ENSG00000166546,6.665196132,0.365416159,0.603063702,0.605932935,0.544559288,0.740215231
ENSG00000178665,29.98996817,-0.107953132,0.178154765,-0.605951418,0.544547014,0.740215231
ENSG00000197217,720.5609764,-0.04657303,0.07684696,-0.606049082,0.544482161,0.740215231
ENSG00000251396,3.951902419,0.33102704,0.546410633,0.605821006,0.544633619,0.740215231
ENSG00000267072,5.944632672,0.333225188,0.549905216,0.605968408,0.544535732,0.740215231
ENSG00000278416,3.884961061,-0.266609865,0.440136918,-0.605743018,0.544685414,0.740215231
ENSG00000284523,7.39174092,0.274570288,0.45321172,0.605832275,0.544626135,0.740215231
ENSG00000065057,100.1704057,0.10253814,0.169304554,0.605643131,0.544751755,0.740259791
ENSG00000008130,74.1216185,0.109474873,0.180776269,0.605582103,0.544792289,0.740269279
ENSG00000150667,37.7898342,-0.112535042,0.185877399,-0.605426172,0.544895866,0.740273244
ENSG00000163380,9.446799548,-0.229577718,0.379176528,-0.60546395,0.544870771,0.740273244
ENSG00000174514,176.8780408,-0.078046671,0.128898765,-0.605488119,0.544854716,0.740273244
ENSG00000270893,3.307729823,0.388723416,0.642242886,0.605259201,0.545006785,0.740378345
ENSG00000204310,370.7200336,-0.061380799,0.101443649,-0.605072861,0.545130586,0.74050093
ENSG00000100478,175.1654872,-0.058624023,0.096898969,-0.605001514,0.545177991,0.740519732
ENSG00000144115,253.8649709,0.18433814,0.304802368,0.604779224,0.5453257,0.740555237
ENSG00000215869,6.960391479,0.35386984,0.585169452,0.604730541,0.545358052,0.740555237
ENSG00000228925,19.2392864,0.185463602,0.306698615,0.604709616,0.545371958,0.740555237
ENSG00000230074,28.3090018,-0.159746931,0.264117486,-0.604832845,0.545290067,0.740555237
ENSG00000235023,4.072080012,0.468813156,0.775089066,0.60485069,0.54527821,0.740555237
ENSG00000124232,367.6468283,0.340836858,0.563816321,0.604517544,0.545499608,0.74066808
ENSG00000155256,249.264138,0.087832622,0.145301921,0.604483554,0.5455222,0.74066808
ENSG00000260018,6.383558325,0.288070951,0.476672903,0.604336745,0.545619781,0.740711277
ENSG00000260063,19.67203302,-0.174299028,0.288414742,-0.604334669,0.545621161,0.740711277
ENSG00000119574,19.84264408,0.119233604,0.197373724,0.604100698,0.545776696,0.740750229
ENSG00000140743,189.2286799,-0.074201949,0.122853251,-0.603988483,0.545851299,0.740750229
ENSG00000141349,821.8818326,-0.069455021,0.114978615,-0.60406903,0.545797749,0.740750229
ENSG00000171984,205.8725289,-0.082383397,0.136391237,-0.604022654,0.545828581,0.740750229
ENSG00000220685,3.545210477,-0.480934255,0.796171228,-0.604058823,0.545804534,0.740750229
ENSG00000250462,99.36734369,-0.058003421,0.096021515,-0.604066923,0.545799149,0.740750229
ENSG00000169223,734.9063029,0.093912362,0.155504485,0.6039206,0.545896432,0.740765913
ENSG00000224358,23.85426633,-0.10995782,0.182089402,-0.603867216,0.545931927,0.740768518
ENSG00000267272,4.138778815,0.333438974,0.552222176,0.603813082,0.545967921,0.7407718
ENSG00000270562,18.15048546,0.202819141,0.335925502,0.603762262,0.546001713,0.740772094
ENSG00000139370,363.7308898,0.054634402,0.09050773,0.603643494,0.546080689,0.740833687
ENSG00000088888,629.262736,-0.064951251,0.107685291,-0.603158054,0.546403549,0.741180541
ENSG00000254263,3.954995264,-0.28054828,0.465114405,-0.603181233,0.546388131,0.741180541
ENSG00000183281,3.939645714,-0.219951665,0.36471701,-0.603074873,0.546458881,0.741210027
ENSG00000091844,906.7407654,-0.056847157,0.094319564,-0.602708015,0.546702949,0.741491631
ENSG00000100614,1335.651404,-0.050989149,0.084620757,-0.602560768,0.546800926,0.741491631
ENSG00000215006,3.522893932,0.229791238,0.381300089,0.60265194,0.54674026,0.741491631
ENSG00000223730,6.006673999,0.377180648,0.625954939,0.602568371,0.546795867,0.741491631
ENSG00000170734,147.8562745,0.084007003,0.139435767,0.602478148,0.546855905,0.741520609
ENSG00000049769,74.44439993,-0.083618684,0.138885649,-0.602068572,0.547128494,0.741715554
ENSG00000111837,45.42341702,0.145565162,0.241778465,0.602060082,0.547134145,0.741715554
ENSG00000145244,19.22604579,0.174213703,0.289353859,0.602078383,0.547121963,0.741715554
ENSG00000256745,4.633907473,0.205086707,0.340616097,0.602105151,0.547104146,0.741715554
ENSG00000106804,159.9554223,0.131096943,0.217799752,0.601915022,0.547230704,0.741800874
ENSG00000197168,48.53607884,0.116651568,0.193842006,0.601786836,0.547316039,0.741864803
ENSG00000253784,30.32907489,0.122887197,0.204235827,0.601692656,0.547378739,0.741864803
ENSG00000279204,5.673287926,0.300078578,0.498713486,0.601705361,0.547370281,0.741864803
ENSG00000277767,24.23826642,0.170150868,0.282886589,0.601480859,0.547519757,0.742010344
ENSG00000197054,38.91504863,0.149119062,0.248000819,0.601284555,0.547650475,0.742141909
ENSG00000221994,133.9728062,0.101516727,0.168886299,0.601095104,0.547776644,0.742267296
ENSG00000213492,8.513798042,-0.164785342,0.274188077,-0.60099383,0.547844096,0.742309309
ENSG00000250045,20.26585507,-0.174462392,0.290312191,-0.600947523,0.547874939,0.742309309
ENSG00000112280,11.39945944,0.24541118,0.408428821,0.60086646,0.547928934,0.742336879
ENSG00000109794,277.7674395,0.079409317,0.132207067,0.600643511,0.548077451,0.742401326
ENSG00000178127,28.10273577,-0.110622636,0.184170922,-0.600652017,0.548071785,0.742401326
ENSG00000267565,15.06185331,0.140750897,0.234317763,0.600683854,0.548050575,0.742401326
ENSG00000235875,5.179964567,0.282497671,0.470587562,0.60030841,0.548300715,0.742612564
ENSG00000239305,411.1980959,-0.049619543,0.082650973,-0.600350384,0.548272747,0.742612564
ENSG00000102547,298.8179504,-0.073816062,0.122994817,-0.600155875,0.548402357,0.742653022
ENSG00000160145,60.41903001,0.190927566,0.318111338,0.600191012,0.548378943,0.742653022
ENSG00000163126,37.71013458,-0.121511571,0.202492117,-0.600080502,0.548452586,0.742653022
ENSG00000272106,432.0790129,-0.065058288,0.108419361,-0.600061531,0.548465229,0.742653022
ENSG00000079974,78.21741983,0.094761373,0.157982783,0.599820889,0.548625611,0.742741663
ENSG00000116497,439.8590725,0.050667313,0.084475492,0.599787129,0.548648113,0.742741663
ENSG00000231991,9.313293326,0.168249064,0.280526725,0.599761267,0.54866535,0.742741663
ENSG00000275601,7.430400892,0.171025549,0.285152963,0.599767743,0.548661034,0.742741663
ENSG00000279633,3.846505882,-0.499189737,0.832397227,-0.599701346,0.548705291,0.742750159
ENSG00000185477,1153.400826,0.063083388,0.105237898,0.59943603,0.548882156,0.742943989
ENSG00000006712,400.6076621,0.064577784,0.107765954,0.599241054,0.54901215,0.743010912
ENSG00000122565,718.1040041,0.062901387,0.104958357,0.599298504,0.548973846,0.743010912
ENSG00000170209,4.243764407,0.378597227,0.631826927,0.599210339,0.549032629,0.743010912
ENSG00000147421,565.4910484,0.057075908,0.095280243,0.599031927,0.549151594,0.74308075
ENSG00000283526,31.40143161,-0.139309253,0.232548405,-0.599054863,0.5491363,0.74308075
ENSG00000225159,3.816902695,-0.165011614,0.275523387,-0.598902385,0.549237981,0.743152065
ENSG00000158773,197.5313369,0.113040598,0.188780173,0.598794862,0.549309689,0.743203512
ENSG00000112245,928.2111299,0.08588091,0.143448816,0.59868678,0.549381774,0.743226976
ENSG00000279943,11.39351826,-0.168352342,0.2812116,-0.598667843,0.549394405,0.743226976
ENSG00000214765,301.2444896,0.074342332,0.124214927,0.598497567,0.549507982,0.743289474
ENSG00000223599,10.64390813,0.261895335,0.437580706,0.598507501,0.549501356,0.743289474
ENSG00000100558,8.435697771,-0.318920848,0.533161122,-0.598169737,0.549726682,0.743434049
ENSG00000102081,621.335312,-0.04827839,0.080715545,-0.598130018,0.549753182,0.743434049
ENSG00000102452,505.4009322,0.050032373,0.083639958,0.598187444,0.549714868,0.743434049
ENSG00000110002,2040.512258,0.086587102,0.144735013,0.598245722,0.549675987,0.743434049
ENSG00000112655,167.5992993,-0.129151845,0.215954505,-0.598051174,0.549805788,0.743434049
ENSG00000251623,8.914532562,0.249893359,0.417857899,0.598034308,0.549817041,0.743434049
ENSG00000162595,893.846552,0.116822777,0.19538076,0.597923651,0.549890878,0.743488322
ENSG00000100209,184.391781,-0.070870451,0.118565262,-0.59773369,0.550017642,0.743614146
ENSG00000223685,13.37481898,-0.174730979,0.292367545,-0.597641503,0.550079165,0.743651754
ENSG00000137558,54.62021482,0.164148939,0.274781218,0.59738049,0.550253376,0.743766565
ENSG00000147724,410.4913658,0.1172818,0.196319038,0.59740411,0.550237611,0.743766565
ENSG00000250596,20.65983202,0.325868303,0.545511599,0.59736274,0.550265224,0.743766565
ENSG00000101365,892.6055614,-0.050195341,0.084058682,-0.597146417,0.55040963,0.743870608
ENSG00000115234,996.6164913,-0.052107934,0.087260284,-0.597155212,0.550403758,0.743870608
ENSG00000198252,234.5638289,-0.066959124,0.112154622,-0.597025093,0.550490628,0.74388894
ENSG00000232160,81.01527823,-0.104682261,0.175334884,-0.597041836,0.550479449,0.74388894
ENSG00000134207,21.48202351,0.27320147,0.457720436,0.596874093,0.550591445,0.743979609
ENSG00000185483,607.2130688,-0.069974235,0.117260446,-0.596742018,0.550679635,0.744053205
ENSG00000104980,128.3210551,0.086732077,0.145376925,0.5966014,0.550773536,0.744134509
ENSG00000139112,820.5277558,0.059886985,0.10043427,0.59628038,0.550987936,0.744378594
ENSG00000204394,120.304712,0.114172227,0.191537827,0.596081873,0.551120533,0.744512143
ENSG00000234636,25.87085463,-0.16312415,0.273692596,-0.596012286,0.551167019,0.744529354
ENSG00000006652,1118.112248,0.076416577,0.128263685,0.595777179,0.551324091,0.744607388
ENSG00000070371,75.17259181,0.128679037,0.216077821,0.595521727,0.55149478,0.744607388
ENSG00000155980,1137.737608,0.070455589,0.11829595,0.595587497,0.551450832,0.744607388
ENSG00000166902,436.2550981,-0.057803459,0.097057906,-0.59555642,0.551471597,0.744607388
ENSG00000213859,18.83211358,-0.193986193,0.325693141,-0.595610311,0.551435587,0.744607388
ENSG00000233483,83.77587238,0.09665523,0.162223967,0.595813506,0.55129982,0.744607388
ENSG00000249395,7.782811363,0.574579477,0.964724908,0.595588931,0.551449873,0.744607388
ENSG00000272509,6.118634766,-0.219836286,0.369050342,-0.595681026,0.551388336,0.744607388
ENSG00000249459,53.11627128,0.095817591,0.160915681,0.595452171,0.551541261,0.744624578
ENSG00000105281,29.790778,0.238331697,0.400415289,0.59521128,0.551702251,0.744751482
ENSG00000127366,7.274891419,0.247511019,0.415837788,0.595210503,0.55170277,0.744751482
ENSG00000223841,5.087826788,-0.293437141,0.493085228,-0.595104304,0.551773752,0.744801731
ENSG00000177051,124.5668386,0.074664817,0.125495561,0.59495983,0.551870323,0.744866332
ENSG00000249709,8.251419212,-0.216896544,0.364573862,-0.594931692,0.551889132,0.744866332
ENSG00000234445,7.184868487,0.210835597,0.354476775,0.594779718,0.551990726,0.744957879
ENSG00000152484,425.7572757,-0.059428881,0.099934088,-0.594680778,0.552056873,0.745001577
ENSG00000259657,5.521241484,0.289321207,0.486589619,0.594589765,0.552117723,0.745038124
ENSG00000223501,360.9164768,0.071872546,0.120896211,0.594497923,0.552179131,0.745075419
ENSG00000198736,326.7595012,0.116597076,0.196163969,0.594385793,0.552254108,0.745131017
ENSG00000105988,4.865649425,-0.246300898,0.414439969,-0.59429813,0.552312729,0.745164542
ENSG00000113594,326.7252303,-0.151527302,0.255010627,-0.594199948,0.552378388,0.745166979
ENSG00000249378,15.95648351,0.270285667,0.454877491,0.594194419,0.552382085,0.745166979
ENSG00000243297,3.361258774,0.30730134,0.517227109,0.594132315,0.552423619,0.745177446
ENSG00000144118,292.0756071,0.065425613,0.110200934,0.593693818,0.552716919,0.745407369
ENSG00000158164,3.635074031,0.401276137,0.675834556,0.593749066,0.55267996,0.745407369
ENSG00000226210,24.33278902,0.196685504,0.331301396,0.593675445,0.55272921,0.745407369
ENSG00000250220,18.38236512,0.118722468,0.199939305,0.593792542,0.552650878,0.745407369
ENSG00000256591,13.24216428,0.207375227,0.349480294,0.593381745,0.552925703,0.745626783
ENSG00000115255,13.89064423,-0.188923582,0.318421855,-0.593312235,0.552972212,0.745643926
ENSG00000102053,90.90138347,-0.100196362,0.168927123,-0.593133658,0.553091707,0.745759477
ENSG00000151148,602.7668023,-0.040970577,0.06909286,-0.592978445,0.553195578,0.745853949
ENSG00000099974,15.04447193,0.141743535,0.239095743,0.592831696,0.553293793,0.745918382
ENSG00000273271,63.19451106,-0.088171778,0.148736308,-0.592806012,0.553310984,0.745918382
ENSG00000063177,5693.139954,0.059039966,0.099613031,0.592693203,0.553386491,0.745947821
ENSG00000269439,38.14593728,0.137912897,0.23269669,0.592672362,0.553400441,0.745947821
ENSG00000009694,137.5604103,0.197245601,0.332837575,0.59261819,0.553436703,0.745951125
ENSG00000259349,7.520971097,0.175312557,0.295855658,0.59256111,0.553474912,0.745957055
ENSG00000168491,303.0260143,0.09910136,0.167298173,0.592363667,0.55360709,0.746089624
ENSG00000269825,29.04752631,-0.134940238,0.227881394,-0.592151188,0.553749353,0.746235766
ENSG00000165055,149.9982356,-0.067207611,0.113540944,-0.59192401,0.553901475,0.746304014
ENSG00000226688,91.70370702,0.07091112,0.119796511,0.59192976,0.553897625,0.746304014
ENSG00000279891,13.85201139,0.202726219,0.342476528,0.591941935,0.553889471,0.746304014
ENSG00000261056,13.29204033,-0.242925246,0.410478791,-0.591809496,0.553978164,0.746361763
ENSG00000272953,13.12272004,0.18535245,0.313233886,0.59173818,0.554025926,0.746380534
ENSG00000062650,688.3926762,0.039770495,0.067228138,0.591575134,0.554135129,0.74648207
ENSG00000134352,1504.219165,0.082679599,0.139788601,0.591461668,0.554211131,0.746538872
ENSG00000247081,12.394984,-0.137818306,0.233050516,-0.591366661,0.554274774,0.746579019
ENSG00000173992,459.1729169,0.079765142,0.13490419,0.591272537,0.554337828,0.746615715
ENSG00000222465,4.73435821,0.224220043,0.379246576,0.591224965,0.554369698,0.746615715
ENSG00000184887,307.0655662,0.073303206,0.124000109,0.591154367,0.554416995,0.746633838
ENSG00000259336,3.531583439,0.268337969,0.454040544,0.591000016,0.55452041,0.746727527
ENSG00000175538,12.73651717,0.204126256,0.345495701,0.590821406,0.554640091,0.74680491
ENSG00000268516,44.97127679,0.120081945,0.203248572,0.590813226,0.554645572,0.74680491
ENSG00000133710,17.82325963,0.306679538,0.519266238,0.590601729,0.554787306,0.746904585
ENSG00000255284,23.01578846,-0.119866632,0.202954212,-0.590609236,0.554782275,0.746904585
ENSG00000225411,4.60144239,0.170016556,0.287937336,0.590463738,0.55487979,0.746983514
ENSG00000075292,3100.849047,0.041638414,0.070531351,0.590353265,0.554953836,0.747037613
ENSG00000103037,184.9667818,0.070435716,0.119322003,0.590299474,0.554989892,0.747038716
ENSG00000255557,4.842846649,-0.273751776,0.463788742,-0.590251017,0.555022374,0.747038716
ENSG00000086475,503.3981724,-0.043084769,0.073010795,-0.59011505,0.55511352,0.747061254
ENSG00000185361,15.66003134,0.155562068,0.263592907,0.590160295,0.555083188,0.747061254
ENSG00000273027,3.627848469,-0.275201471,0.466384275,-0.590074507,0.555140699,0.747061254
ENSG00000161526,854.1568989,-0.039642489,0.067207633,-0.589850992,0.555290553,0.747105204
ENSG00000176024,156.3568095,-0.095115874,0.161222431,-0.589966752,0.55521294,0.747105204
ENSG00000237017,3.819001168,0.367592176,0.623218286,0.589828933,0.555305343,0.747105204
ENSG00000252720,3.468452707,0.268080595,0.454509653,0.589823765,0.555308808,0.747105204
ENSG00000225793,42.86242392,-0.087547489,0.14847744,-0.589634955,0.555435412,0.747229969
ENSG00000178401,221.4929682,-0.152955792,0.259435371,-0.589571854,0.555477726,0.747241331
ENSG00000178105,518.0133651,-0.056266614,0.095446912,-0.589506913,0.555521276,0.747254354
ENSG00000144677,755.825581,0.05916552,0.100379546,0.589418089,0.555580845,0.747288922
ENSG00000146833,560.3393752,-0.053019919,0.089971129,-0.589299252,0.555660546,0.747305007
ENSG00000216613,3.392146245,-0.37246711,0.632019112,-0.589328872,0.55564068,0.747305007
ENSG00000008405,329.7771757,-0.073247743,0.124321138,-0.589181724,0.555739376,0.747365467
ENSG00000222095,3.593528143,-0.255203333,0.433219891,-0.589084985,0.555804265,0.747407174
ENSG00000089048,849.5191596,-0.046968626,0.07978062,-0.588722246,0.556047612,0.747415527
ENSG00000134198,1527.371116,-0.060715367,0.103109641,-0.58884277,0.555966752,0.747415527
ENSG00000139914,8.515732632,0.282014595,0.478946014,0.588823346,0.555979783,0.747415527
ENSG00000226978,13.33751283,0.162405863,0.275776131,0.588904711,0.555925197,0.747415527
ENSG00000235299,16.58806953,0.159856875,0.271503665,0.588783489,0.556006523,0.747415527
ENSG00000259417,74.86160784,0.120017483,0.203856543,0.588735006,0.556039051,0.747415527
ENSG00000268439,19.56609733,0.121747197,0.206760855,0.588830981,0.555974661,0.747415527
ENSG00000244582,8.19167661,-0.128328409,0.218008514,-0.588639436,0.556103173,0.747444032
ENSG00000272821,23.75231804,0.135153729,0.229623011,0.588589657,0.556136574,0.747444032
ENSG00000048052,1231.381511,0.086282458,0.146620497,0.588474736,0.556213687,0.747456607
ENSG00000133027,2872.916811,0.123720581,0.210221739,0.588524203,0.556180494,0.747456607
ENSG00000185261,85.69883956,-0.110707659,0.188185217,-0.588290944,0.556337023,0.747576816
ENSG00000101236,149.4748672,0.085199592,0.144881271,0.588064913,0.556488723,0.747735122
ENSG00000084112,397.6019254,0.049714577,0.084555062,0.58795506,0.556562458,0.747788655
ENSG00000227045,8.498219643,-0.17036455,0.290015131,-0.587433314,0.556912725,0.748213704
ENSG00000280798,91.16348948,0.090425086,0.153952544,0.58735688,0.556964047,0.748237093
ENSG00000082068,377.2614546,-0.042375094,0.072175553,-0.587111466,0.557128847,0.748288698
ENSG00000169851,646.1994877,-0.134171798,0.228527202,-0.587115218,0.557126328,0.748288698
ENSG00000173915,1981.735388,-0.071911142,0.122496365,-0.58704715,0.557172041,0.748288698
ENSG00000182544,157.2725475,-0.069047619,0.117611878,-0.587080322,0.557149763,0.748288698
ENSG00000213676,537.7439762,0.082997542,0.141352118,0.587168718,0.5570904,0.748288698
ENSG00000259377,6.425700193,-0.243265486,0.414605692,-0.586739378,0.557378756,0.748520756
ENSG00000224595,3.748852703,0.2758488,0.470313973,0.586520528,0.55752577,0.748672616
ENSG00000173200,26.04680708,0.19811948,0.337909357,0.586309541,0.557667521,0.748817388
ENSG00000269952,3.365229913,-0.298319436,0.508974619,-0.586118491,0.557795891,0.748944179
ENSG00000149761,61.86672839,0.124743681,0.212894876,0.585940269,0.557915655,0.749059399
ENSG00000157077,170.015733,0.075401857,0.12873311,0.585722331,0.558062125,0.749065945
ENSG00000163075,169.7086022,-0.106723162,0.182184463,-0.585797272,0.558011757,0.749065945
ENSG00000171450,51.18691806,0.116357989,0.198672256,0.585678098,0.558091855,0.749065945
ENSG00000183066,82.90701524,-0.099836002,0.170474965,-0.585634388,0.558121235,0.749065945
ENSG00000218428,17.1917479,0.195085406,0.333120628,0.585629919,0.558124238,0.749065945
ENSG00000238165,4.950851183,0.215873095,0.368477271,0.585851863,0.557975068,0.749065945
ENSG00000166535,3.817655859,0.325305478,0.555659084,0.585440762,0.558251387,0.749146054
ENSG00000264364,527.8974333,-0.054417247,0.092951009,-0.585440093,0.558251837,0.749146054
ENSG00000186854,4.679118561,-0.299156776,0.511093818,-0.585326541,0.558328172,0.749157359
ENSG00000254186,23.85894341,0.222049294,0.379356545,0.585331392,0.558324911,0.749157359
ENSG00000273450,4.530010941,0.353327222,0.603714096,0.585255876,0.558375679,0.749175542
ENSG00000068323,247.855337,0.05022359,0.085833554,0.5851277,0.558461854,0.7492456
ENSG00000260884,7.199149094,0.210586422,0.359965723,0.585017983,0.558535625,0.74925345
ENSG00000268423,4.357792904,0.203386972,0.347633769,0.585061033,0.558506679,0.74925345
ENSG00000102100,162.2827209,-0.069554423,0.118951664,-0.584728458,0.558730316,0.749404408
ENSG00000161558,58.40458179,-0.109907331,0.187982222,-0.584668752,0.558770469,0.749404408
ENSG00000182195,574.9200819,-0.075045569,0.128360129,-0.584648597,0.558784024,0.749404408
ENSG00000251314,5.985350343,0.197560449,0.337861061,0.584738735,0.558723405,0.749404408
ENSG00000111775,1722.152419,-0.051707231,0.088469847,-0.584461624,0.558909777,0.749505807
ENSG00000234782,8.352954149,0.143269988,0.24518503,0.584334158,0.558995516,0.749505807
ENSG00000242571,5.944049556,-0.118682584,0.203101619,-0.584350755,0.558984351,0.749505807
ENSG00000283627,19.92856541,0.167023101,0.28582811,0.58434806,0.558986164,0.749505807
ENSG00000183889,3.835350679,0.225692878,0.386277681,0.584276256,0.559034464,0.749512481
ENSG00000145416,178.4452927,0.111356591,0.19061403,0.584199343,0.559086203,0.749536301
ENSG00000107959,938.7797168,-0.048622009,0.083295172,-0.583731418,0.559401026,0.749912798
ENSG00000103657,1455.700605,-0.033400438,0.057224477,-0.583673973,0.559439681,0.749919053
ENSG00000047578,158.6698764,0.088064023,0.150904881,0.583573059,0.55950759,0.749964518
ENSG00000118482,2052.791492,0.047972082,0.082242203,0.583302486,0.559689689,0.750163028
ENSG00000096654,207.9956249,-0.086744371,0.148798099,-0.582966935,0.559915559,0.750315485
ENSG00000114942,2443.919571,-0.071674239,0.122958088,-0.582916016,0.559949838,0.750315485
ENSG00000175792,310.9206694,-0.061775031,0.105982251,-0.582880907,0.559973475,0.750315485
ENSG00000182916,69.82957867,0.111369516,0.191027721,0.583001856,0.559892051,0.750315485
ENSG00000236992,4.825472347,0.213666878,0.366550331,0.582912797,0.559952006,0.750315485
ENSG00000162434,1931.902352,-0.052553285,0.090176913,-0.582779825,0.560041528,0.750315535
ENSG00000177993,4.641453298,0.341822989,0.586512721,0.582805754,0.560024071,0.750315535
ENSG00000124172,7279.258897,0.065327616,0.112118831,0.582664089,0.560119453,0.750374369
ENSG00000249484,11.42196134,0.261623886,0.449124279,0.582520024,0.560216458,0.750458756
ENSG00000170161,30.90863563,-0.093100848,0.159864735,-0.582372642,0.560315705,0.750513092
ENSG00000264707,11.36224784,0.265519486,0.455937995,0.582358761,0.560325053,0.750513092
ENSG00000186094,182.695438,-0.065478721,0.112455124,-0.582265337,0.56038797,0.750551799
ENSG00000047662,12.80751176,0.14194195,0.243900805,0.581965895,0.560589653,0.750700124
ENSG00000083457,573.9004597,0.054532234,0.093691766,0.582038698,0.560540615,0.750700124
ENSG00000121410,11.31088463,0.173050344,0.297363234,0.581949361,0.56060079,0.750700124
ENSG00000273010,3.580102551,-0.280031334,0.48165872,-0.581389524,0.560977957,0.751159596
